Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Daily_Return,Log_Return,MA_5,MA_10,MA_20,MA_50,Volatility_5d,Volatility_20d,Price_Momentum_5d,Price_Momentum_20d,Volume_MA_10,Volume_Ratio,High_20d,Low_20d,Price_Position,compound,pos,neg,neu,article_count
2023-11-27,384.28618367901737,386.4001815560311,383.5650373616031,384.4442443847656,34139700,0.0,0.0,0.0,-0.0008728256885012,-0.0008732068226343,384.85914916992186,382.1129028320312,,,0.0068576891003282,,0.0081079365958365,,43632900.0,0.782430230399538,,,,0.0,0.0,0.0,0.0,0.0
2023-11-28,383.69345938158176,386.03467515011846,383.3378152607805,385.4518432617188,35491100,0.0,0.0,0.0,0.0026209232981639,0.002617494668174,384.7504821777344,383.3951416015625,,,0.0038646112664161,,-0.0014076211092566,,43108660.0,0.8232939738790304,,,,0.0,0.0,0.0,0.0,0.0
2023-11-29,387.9214481218481,389.3538523889515,384.73066014284205,385.076416015625,38811700,0.0,0.0,0.0,-0.0009739926080437,-0.0009744672470656,385.0152099609375,383.8376983642578,,,0.0024965189622252,,0.0034491969700378,,40210570.0,0.9652113859614524,,,,0.0,0.0,0.0,0.0,0.0
2023-11-30,385.3431889894915,385.8074829175296,381.1349392843574,384.1083679199219,52834400,0.0,0.0,0.0,-0.0025139116690642,-0.002517076850775,384.7721923828125,384.1548004150391,,,0.0019302565391338,,-0.0031534231106409,,40079870.0,1.3182278285832765,,,,0.0,0.0,0.0,0.0,0.0
2023-12-01,383.0414558021042,385.79758458288353,381.3818636930955,385.2048645019531,40490100,0.0,0.0,0.0,0.002854654242419,0.002850587454674,384.8571472167969,384.5489501953125,378.24494018554685,,0.00238746470751,,0.0011039400961607,,39594530.0,1.0226185283674285,389.3538523889515,360.0935464381068,0.8582042206267975,0.0,0.0,0.0,0.0,0.0
2023-12-04,381.40159679910977,381.9054133725448,378.0132554901904,381.6288146972656,51186900,0.0,0.0,0.0,-0.0092835011554465,-0.0093268614176357,384.2940612792969,384.57660522460935,379.1641403198242,,0.0049453077769822,0.0083667052638592,-0.0073233758304942,0.0506105031032178,40056030.0,1.277882506079609,389.3538523889515,362.4545648116219,0.7128162718258588,0.0,0.0,0.0,0.0,0.0
2023-12-05,379.7222879737383,383.7823649314117,379.5444508388864,382.5870666503906,42933000,0.0,0.0,0.0,0.0025109528322309,0.0025078056573389,383.7211059570312,384.2357940673828,380.0571624755859,,0.0049228186105476,0.0083585143215063,-0.0074322555759137,0.0489693977975063,39906370.0,1.07584328015803,389.3538523889515,364.5685537968548,0.726983892753319,0.0,0.0,0.0,0.0,0.0
2023-12-06,385.5308506035335,385.6296423098888,380.02851130879753,380.3742370605469,41994100,0.0,0.0,0.0,-0.0057838588460854,-0.0058006501345928,382.7806701660156,383.8979400634765,380.6671615600586,,0.0052575091868629,0.0083787199164918,-0.012211028147949,0.0331364333911843,39772080.0,1.0558688406540468,389.3538523889515,365.08224347680544,0.6300362550786227,0.0,0.0,0.0,0.0,0.0
2023-12-07,383.3575763482971,386.5186998612585,382.2610396789575,385.68890380859375,49593500,0.0,0.0,0.0,0.0139722048189108,0.013875493372099,383.09677734375,383.9344848632812,381.53104095458986,,0.0090231023968094,0.0088121207440728,0.0041148176417791,0.046897549407717,40319330.0,1.230017959127793,389.3538523889515,365.08224347680544,0.8490026518792606,0.0,0.0,0.0,0.0,0.0
2023-12-08,383.9503076689904,387.8523238589643,383.7626124691667,387.4078063964844,46687500,0.0,0.0,0.0,0.0044567073901189,0.0044468056781932,383.53736572265626,384.19725646972654,382.6226226806641,,0.0091395949876719,0.0084977519892319,0.0057188838915094,0.0597184286095899,43416200.0,1.0753474509514882,389.3538523889515,366.771428283589,0.9138247522326436,0.0,0.0,0.0,0.0,0.0
2023-12-11,386.98300463516034,390.9838426749662,386.7755631529026,390.7171020507813,41198000,0.0,0.0,0.0,0.0085421501571654,0.0085058724392579,385.3550231933594,384.8245422363281,383.4687225341797,,0.0073397966924743,0.0072972650342374,0.0238144684140926,0.0452707829632939,44122030.0,0.9337285705122816,390.9838426749662,370.6833764620218,0.9868603695409296,0.0,0.0,0.0,0.0,0.0
2023-12-12,390.7566375821041,393.9474259332034,389.6206082793341,393.8288879394531,39221200,0.0,0.0,0.0,0.0079642940437949,0.0079327464461823,387.6033874511719,385.6622467041016,384.528694152832,,0.0073309978566034,0.007289627111524,0.0293836939849703,0.05689145626135,44495040.0,0.8814735305328414,393.9474259332034,378.0132554901904,0.9925607678056266,0.0,0.0,0.0,0.0,0.0
2023-12-13,394.7673454352001,399.4497772080754,393.9968183061574,398.8373107910156,55408100,0.0,0.0,0.0,0.0127172561610882,0.0126370709671119,391.2960021972656,387.0383361816406,385.4380172729492,,0.0038424394752292,0.0062968123054292,0.04853923302784,0.0477772806216736,46154680.0,1.2004871445322554,399.4497772080754,378.0132554901904,0.9714288341588174,0.0,0.0,0.0,0.0,0.0
2023-12-14,400.0622658748267,401.3662139656985,395.47859575879977,398.4915771484375,55447800,0.0,0.0,0.0,-0.0008668538103729,-0.0008672297454067,393.8565368652344,388.4766571044922,386.3157287597657,,0.0050841598377168,0.0063288350535915,0.0331943004152313,0.0460816715808583,46416020.0,1.1945832494901545,401.3662139656985,378.0132554901904,0.8769048118560283,0.0,0.0,0.0,0.0,0.0
2023-12-15,399.2719596758777,401.6033174323558,398.6693814901552,400.4178771972656,62896600,0.0,0.0,0.0,0.0048339793342999,0.0048223331726541,396.45855102539065,389.9979583740234,387.273454284668,,0.0050477599072433,0.0063444105061538,0.0335823661422722,0.0502395776018995,48656670.0,1.2926614172322108,401.6033174323558,378.0132554901904,0.949748320373364,0.0,0.0,0.0,0.0,0.0
2023-12-18,400.811873880744,403.8407514094888,400.48524325624703,402.9400024414063,46610000,0.808,0.0,0.0,0.0062987328682582,0.0062789787575682,398.9031311035157,392.1290771484375,388.35284118652345,,0.0049346476973198,0.0063765995375908,0.0312832489964476,0.0566083908557122,48198980.0,0.967032912314742,403.8407514094888,378.0132554901904,0.9651244173691068,0.0,0.0,0.0,0.0,0.0
2023-12-19,403.39532058930905,405.1176150970901,403.2072504755613,404.9988403320313,35711900,0.0,0.0,0.0,0.0051095395794673,0.0050965301779937,401.1371215820312,394.3702545166016,389.3030242919922,,0.0048422459462318,0.0060139040212857,0.0283624506343866,0.0492329002576632,47476870.0,0.7521957534268793,405.1176150970901,378.0132554901904,0.9956178722987202,0.0,0.0,0.0,0.0,0.0
2023-12-20,404.1970442243789,406.2954787715308,398.8024592062746,398.9806213378906,54042400,0.0,0.0,0.0,-0.0148598425348741,-0.0149713560898048,401.1657836914063,396.230892944336,390.0644165039063,,0.0088128029433375,0.0069358046076183,0.0003593208132679,0.0396813916328444,48681700.0,1.1101173541597766,406.2954787715308,378.0132554901904,0.7413620081817883,0.0,0.0,0.0,0.0,0.0
2023-12-21,402.92015403830976,403.989187239346,400.356498238967,403.6229248046875,45568900,0.0,0.0,0.0,0.0116354108909599,0.0115682400358935,402.1920532226562,398.0242950439453,390.9793899536133,,0.0101421615693763,0.0072549949114679,0.0128769287746792,0.0474911888134264,48279240.0,0.9438611709712084,406.2954787715308,378.0132554901904,0.9055041062275138,0.0,0.0,0.0,0.0,0.0
2023-12-22,404.84043531974334,405.8005715457828,402.3460748080174,404.2267456054688,34314000,0.0,0.0,0.0,0.0014960022428691,0.0014948843462921,402.9538269042969,399.70618896484376,391.9517227172852,,0.0100682333064388,0.0072046999514214,0.0095122336566573,0.0505396608661761,47041890.0,0.7294349780589173,406.2954787715308,378.0132554901904,0.9268539412378196,0.0,0.0,0.0,0.0,0.0
2023-12-26,405.0878968518052,407.3744015622354,404.98890781785167,406.7013244628906,22722500,0.0,0.0,0.0,0.0061217593450313,0.0061030974997815,403.7060913085937,401.3046112060547,393.0645767211914,,0.0100493551513276,0.0072024871840254,0.0093346949885704,0.0578941690588798,45194340.0,0.5027731348660032,407.3744015622354,378.0132554901904,0.977075925520986,0.0,0.0,0.0,0.0,0.0
2023-12-27,406.9845551472805,407.8164459508985,406.1229248141162,407.52923583984375,31980500,0.216,0.0,0.0,0.0020356741597695,0.0020336049827647,404.21217041015626,402.6746459960938,394.16844635009767,,0.0098968330475385,0.0072046239154882,0.0062479080328674,0.0572766558626485,44470270.0,0.71914337376409,407.8164459508985,378.0132554901904,0.9903631085593528,0.0,0.0,0.0,0.0,0.0
2023-12-28,408.68798242413885,408.9355700662778,406.9746650602208,407.3311767578125,27029200,0.0,0.0,0.0,-0.0004859996893795,-0.0004861178255062,405.8822814941406,403.52403259277344,395.281184387207,,0.0048198865011185,0.0071919374797996,0.0209297268421713,0.0577931023988871,41632380.0,0.6492350425317985,408.9355700662778,378.0132554901904,0.9481153551905842,0.0,0.0,0.0,0.0,0.0
2023-12-29,407.31135542161104,407.6678973202402,403.64704645546766,405.5683288574219,42662100,0.0,0.0,0.0,-0.0043278000825327,-0.0043371921170037,406.2713623046875,404.2317077636719,396.354182434082,,0.0038124651949486,0.0072739466913793,0.0048198551994431,0.0558695481010034,40353810.0,1.0572012902870882,408.9355700662778,378.0132554901904,0.8911064305820151,0.0,0.0,0.0,0.0,0.0
2024-01-02,401.9239008161168,402.1714884765513,396.3779311777642,398.7052612304688,58026900,0.0,0.0,0.0,-0.0169220995295366,-0.0170669142938609,405.1670654296875,404.06044616699216,397.0292022705078,,0.0088043804697587,0.0084995494851153,-0.0136593741879441,0.0350473163052362,39866840.0,1.4555179191528598,408.9355700662778,378.0132554901904,0.6691609610711264,0.0,0.0,0.0,0.0,0.0
2024-01-03,396.0708950771016,397.1305774375239,394.05060168069537,394.486328125,47002800,0.0,0.0,0.0,-0.0105815837304189,-0.0106379667882995,402.72406616210935,403.21507873535154,397.67207794189454,,0.0077142691739942,0.0085927491669135,-0.030034316593442,0.0336911494430363,39906120.0,1.1778343772834845,408.9355700662778,379.5444508388864,0.5083806836518276,0.0,0.0,0.0,0.0,0.0
2024-01-04,392.61457543782296,395.7341736334736,392.2382373921895,392.45611572265625,39432800,0.0,0.0,0.0,-0.0051464708852988,-0.0051597595794446,399.7094421386719,401.9608062744141,398.1655303955078,,0.0063849434205709,0.0087239959712556,-0.0369865982403067,0.0257955637619187,40278210.0,0.979010735581348,408.9355700662778,380.02851130879753,0.4299159080182387,0.0,0.0,0.0,0.0,0.0
2024-01-05,392.62450725119504,395.7044831084741,391.5252023697646,392.9216003417969,44922800,0.0,0.0,0.0,0.0011860806864572,0.0011853778484533,396.8275268554688,401.3549041748047,398.7928985595703,,0.0068691070732316,0.0085634201067833,-0.035375579474937,0.0329868904324683,39366250.0,1.1411500968469184,408.9355700662778,382.2610396789575,0.3996531713228167,0.0,0.0,0.0,0.0,0.0
2024-01-08,394.1496186539835,401.3296603770393,394.0010721112302,401.04248046875,42473800,0.0,0.0,0.0,0.020667940168952,0.0204572562827554,395.9223571777344,401.09685974121095,399.5605773925781,,0.0144054917368723,0.0091789084298438,-0.0111592746934214,0.0398081886944192,39056740.0,1.0874896368718945,408.9355700662778,383.7626124691667,0.6864456801677671,0.0,0.0,0.0,0.0,0.0
2024-01-09,398.0318047189517,402.76567927629526,397.8337225139678,401.8347473144531,39132900,0.0,0.0,0.0,0.0019755185155874,0.0019735697450175,396.5482543945312,400.8576599121094,400.28192443847655,,0.0118089211763468,0.0091606169842167,0.0078491216151155,0.0372396752976211,39538630.0,0.9897383900251476,408.9355700662778,386.7755631529026,0.6795658602642931,0.0,0.0,0.0,0.0,0.0
2024-01-10,402.1516827903551,405.5683742893205,401.260373278586,404.5582275390625,33962800,0.0,0.0,0.0,0.0067776125454828,0.0067547477837641,398.56263427734376,400.6433502197266,400.9739807128906,,0.0096856356309641,0.0091012765062792,0.0255316818251583,0.0354249287160262,40662660.0,0.8352331106720514,408.9355700662778,389.6206082793341,0.7733703760069426,0.0,0.0,0.0,0.0,0.0
2024-01-11,405.8358116465704,407.2322097253538,400.33934726543066,405.4000549316406,54536200,0.0,0.0,0.0,0.0020808559442704,0.0020786939622026,401.1514221191407,400.4304321289063,401.5525390625,,0.0082011894461138,0.0089852594974779,0.0329818766746692,0.0293812042400669,42918230.0,1.2707001197393275,408.9355700662778,391.5252023697646,0.7969304729075163,0.0,0.0,0.0,0.0,0.0
2024-01-12,406.4398926116254,407.2816966919619,404.21160369355385,405.6080017089844,39595000,0.0,0.0,0.0,0.0005129421538405,0.0005128106439833,403.6887023925781,400.25811462402345,401.8910736083984,,0.0083157253974622,0.00858809677786,0.0322873605221798,0.016976072034335,44174810.0,0.8963253039458461,408.9355700662778,391.5252023697646,0.808874320445291,0.0,0.0,0.0,0.0,0.0
2024-01-16,404.37001320609136,407.1528957136757,402.9042835750142,405.5683288574219,43903000,0.0,0.0,0.0,-9.78108207809747e-05,-9.78156045712458e-05,404.5938720703125,400.25811462402345,402.24491119384766,,0.0026987409385907,0.0085815968033031,0.0112852094455977,0.0177588489062299,44298900.0,0.9910629835052338,408.9355700662778,391.5252023697646,0.8065956292508226,0.0,0.0,0.0,0.0,0.0
2024-01-17,402.25069683542137,403.6569776937358,399.0320575427703,403.2806396484375,54386000,0.0,0.0,0.0,-0.0056406998431788,-0.0056566686690874,404.8830505371094,400.7156524658203,402.38804931640624,390.25278747558593,0.0044642068768083,0.0086492350230497,0.0035982262451108,0.0071494371610225,43934810.0,1.2378794855377775,408.9355700662778,391.5252023697646,0.6751975307808787,0.0,0.0,0.0,0.0,0.0
2024-01-18,406.5586549622832,409.589124914791,405.211792860323,409.00482177734375,59562500,0.0,0.0,0.0,0.0141940414841048,0.0140942492719007,405.7723693847656,402.16750183105466,402.6912902832031,391.1679876708984,0.0073053646817804,0.0091013864481238,0.0109912342293221,0.0150514203087082,45190780.0,1.318023278199668,409.589124914791,391.5252023697646,0.967653584873894,0.0,0.0,0.0,0.0,0.0
2024-01-19,411.2133638072903,417.2743044441196,410.6290605992928,417.1158447265625,70325100,0.0,0.0,0.0,0.0198311181613264,0.0196370431578107,408.11552734375,404.6334747314453,403.29714050292966,392.21577209472656,0.0107348840538619,0.0100185103948388,0.0288993295693988,0.0299186150375081,48280010.0,1.4566090603543786,417.2743044441196,391.5252023697646,0.9938460099657256,0.0,0.0,0.0,0.0,0.0
2024-01-22,419.3243653066292,420.6316353962368,417.0564538937178,417.66058349609375,44880600,0.0,0.0,0.0,0.0013059651807001,0.0013051131499078,410.5260437011719,407.107373046875,404.2311386108398,393.20549865722654,0.0106434499261452,0.0092498513527852,0.0297148521141772,0.0468192216844118,48275790.0,0.9296709592945036,420.6316353962368,391.5252023697646,0.8979245619880362,0.0,0.0,0.0,0.0,0.0
2024-01-23,418.3537600674405,419.61152456207793,416.5117226198445,419.3936462402344,33003800,0.0,0.0,0.0,0.00414945248037,0.0041408672435871,413.2911071777344,408.9424896240234,405.0196746826172,394.2251452636719,0.0102036463518603,0.0090016572289818,0.0340887500307569,0.0390729080692784,47328790.0,0.6973303141702968,420.6316353962368,391.5252023697646,0.9574668199680646,0.0,0.0,0.0,0.0,0.0
2024-01-24,423.3154579466269,425.7022064915732,421.2258024889761,421.7209777832031,46948000,0.0,0.0,0.0,0.0055492770666238,0.0055339365549752,416.9791748046875,410.9311126708984,405.8943862915039,395.3480413818359,0.0077285910926606,0.0090363020755585,0.0457258204877901,0.0432782649043441,48110300.0,0.9758409321912356,425.7022064915732,391.5252023697646,0.8835114776537829,0.0,0.0,0.0,0.0,0.0
2024-01-25,424.2265459625598,424.90000730432473,419.88883595250144,422.2359619140625,44367200,0.0,0.0,0.0,0.001221148953904,0.0012204039579592,419.6254028320312,412.6988861083984,406.6711181640625,396.3168585205078,0.007729046976804,0.0089895216251649,0.03234959450899,0.0381966728819673,49150740.0,0.9026761346828144,425.7022064915732,391.5252023697646,0.8985796249092868,0.0,0.0,0.0,0.0,0.0
2024-01-26,420.3443846588511,422.09729423034594,419.0668240026905,419.720458984375,37137000,0.0,0.0,0.0,-0.0059575762289036,-0.0059753933861244,420.1463256835938,414.1309265136719,407.2806793212891,397.2586785888672,0.0044396976479633,0.0091599095431232,0.0062443426466332,0.0299149657800803,47410820.0,0.7833022082301044,425.7022064915732,391.5252023697646,0.8249774179773357,0.0,0.0,0.0,0.0,0.0
2024-01-29,420.1760202057739,424.2166674058445,419.5223852109654,424.0185852050781,38694700,0.0,0.0,0.0,0.0102404496342722,0.0101883714640777,421.4179260253906,415.9719848632813,408.1150497436523,398.1260333251953,0.0059924624893943,0.0093486847504889,0.0152228914104455,0.0409676680780746,47320790.0,0.8177103552159632,425.7022064915732,391.5252023697646,0.950738184058072,0.0,0.0,0.0,0.0,0.0
2024-01-30,422.9787552041851,423.5531452647477,420.2850003129524,421.1961059570313,36739000,0.0,0.0,0.0,-0.0066564989048339,-0.0066787522013391,421.77841796875,417.5347625732422,408.8964385986328,398.93120849609375,0.007298763776673,0.0094463029471473,0.0042977754502375,0.0385330312740059,46604390.0,0.788316293808373,425.7022064915732,391.5252023697646,0.8681540219709732,0.0,0.0,0.0,0.0,0.0
2024-01-31,416.78906795899496,418.78956534781673,412.768246826,412.9465026855469,64010600,0.0,0.0,0.0,-0.0195861337624189,-0.019780483979012,420.0235229492188,418.5013488769531,409.6085006713867,399.5648712158203,0.010997253633647,0.0097403975279472,-0.0208063519718172,0.0357187196655679,47566850.0,1.345697686519078,425.7022064915732,391.5252023697646,0.6267752503828502,0.0,0.0,0.0,0.0,0.0
2024-02-01,414.7489025525553,418.3042572910343,413.7783481630625,417.80908203125,51008600,0.0,0.0,0.0,0.0117753251670129,0.0117065355127165,419.1381469726563,419.38177490234375,410.7746383666992,400.29400756835935,0.013097699033485,0.009524998040374,-0.0104843743359631,0.0591218307034959,46711460.0,1.0919932710302782,425.7022064915732,391.5252023697646,0.7690515987828634,0.0,0.0,0.0,0.0,0.0
2024-02-02,419.7105822996392,426.0884427351004,418.7103487212574,424.8703308105469,59602400,0.0,0.0,0.0,0.0169006588965645,0.0167594317610173,420.1681213378906,420.1572235107422,412.3953491210938,401.0715106201172,0.015206560504892,0.0098138241356295,0.0122697660214927,0.0825932219917229,45639190.0,1.3059478049457056,426.0884427351004,391.5252023697646,0.9647570102896028,0.0,0.0,0.0,0.0,0.0
2024-02-05,424.9297779731958,425.4645455853636,420.8990434098202,424.3157653808594,39889200,0.0,0.0,0.0,-0.0013052580739858,-0.0013061106652875,420.22755737304686,420.82274169921874,413.9650573730469,401.88277038574216,0.0146087760189488,0.0098673733153583,0.0007008659199161,0.0798993107320982,45140050.0,0.8836764691222097,426.0884427351004,394.0010721112302,0.9447546707699916,0.0,0.0,0.0,0.0,0.0
2024-02-06,425.46448649421296,426.0686160474515,421.1168632833014,423.4639892578125,35846100,0.0,0.0,0.0,-0.0020074109720678,-0.0020094285219598,420.6811340332032,421.2297760009766,415.0861328125,402.6455810546875,0.0142035684115462,0.009112805721874,0.0053843881002371,0.0559080643099343,45424280.0,0.7891396407383893,426.0884427351004,397.8337225139678,0.9071145119559536,0.0,0.0,0.0,0.0,0.0
2024-02-07,426.2567926001766,428.6534240554256,424.9495225938039,427.821533203125,37712700,0.0,0.0,0.0,0.0102902349570497,0.0102376509164188,423.6561401367188,421.8398315429688,416.3854721069336,403.50640991210935,0.008391629187631,0.0092634007400131,0.0360216890586073,0.0646703304339584,44500750.0,0.8474621214249198,428.6534240554256,399.0320575427703,0.9719158516219994,0.0,0.0,0.0,0.0,0.0
2024-02-08,427.94039968058377,429.37642019493,427.2570855456161,428.6138610839844,29889900,0.0,0.0,0.0,0.0018520056130115,0.0018502927650928,425.8170959472656,422.4776214599609,417.5882537841797,404.3898022460937,0.008189560082069,0.0092280977054461,0.0258605653094115,0.0594614864002467,43053020.0,0.6942579173307702,429.37642019493,399.0320575427703,0.974869826079827,0.0,0.0,0.0,0.0,0.0
2024-02-09,429.7527571849936,433.6250317965554,428.9604887658379,432.8327331542969,36943900,0.0,0.0,0.0,0.0098430602772452,0.0097949329154203,427.4095764160156,423.7888488769531,418.9598876953125,405.3374200439453,0.0059624797202348,0.0093527769387855,0.0187407822253902,0.067668166022528,43033710.0,0.8584874508844346,433.6250317965554,399.0320575427703,0.9770965446207094,0.0,0.0,0.0,0.0,0.0
2024-02-12,432.7237575464926,434.90254077429375,430.4558463988859,431.1391906738281,33203300,0.0,0.0,0.0,-0.0039126950222247,-0.0039203696388905,428.7742614746094,424.50090942382815,420.2364471435547,406.25867553710935,0.0065940404892989,0.0094742687762362,0.016081008177587,0.0629454765617811,42484570.0,0.7815378618637308,434.90254077429375,399.0320575427703,0.895085045936645,0.0,0.0,0.0,0.0,0.0
2024-02-13,423.1569690887234,427.10845799317786,421.22577348497225,424.4147033691406,64491700,0.0,0.0,0.0,-0.015597021681508,-0.0157199349532629,428.964404296875,424.8227691650391,421.1787658691407,407.0648022460937,0.010765166744916,0.010343564925173,0.0022450884501286,0.0464690489141823,45259840.0,1.4249210779357593,434.90254077429375,399.0320575427703,0.7076192886095195,0.0,0.0,0.0,0.0,0.0
2024-02-14,427.09859420720375,429.4655163408426,424.7415550275035,429.0396728515625,45092700,0.0,0.0,0.0,0.0108972885380911,0.0108383409486283,429.2080322265625,426.4320861816406,422.4667175292969,407.9414984130859,0.0109057598829317,0.0103343355506335,0.0028473079401059,0.0638737163915941,43368050.0,1.0397677552945084,434.90254077429375,405.211792860323,0.8025355258911304,0.0,0.0,0.0,0.0,0.0
2024-02-15,429.73292702270913,430.78269619535706,427.167892483565,430.3172302246094,38796100,0.0,0.0,0.0,0.0029777138430013,0.0029732892344386,429.5487060546875,427.6829010009766,423.53233795166017,408.9152667236328,0.0109491751443926,0.0100025539698723,0.0039741345189283,0.0521079638001622,42146800.0,0.9204993024381448,434.90254077429375,410.6290605992928,0.8110979341805818,0.0,0.0,0.0,0.0,0.0
2024-02-16,430.6935744065789,430.792585285216,425.7021990653748,426.4152526855469,53716500,0.0,0.0,0.0,-0.0090676767393809,-0.0091090383457459,428.2652099609375,427.8373931884765,423.9973083496094,409.7918304443359,0.0103100029794537,0.0094531837472701,-0.0148266985770281,0.0222945449724656,41558210.0,1.2925604832354425,434.90254077429375,412.768246826,0.6165548307719521,0.0,0.0,0.0,0.0,0.0
2024-02-20,424.4147060430947,425.9299411397184,419.4134479735006,423.1965942382813,53999500,0.0,0.0,0.0,-0.0075481785114266,-0.0075768101798032,426.67669067382815,427.7254760742188,424.2741088867188,410.6482775878906,0.010521727451156,0.0096505454572103,-0.0184223485300266,0.0132548077576473,42969240.0,1.256701305398932,434.90254077429375,412.768246826,0.4711398265805159,0.0,0.0,0.0,0.0,0.0
2024-02-21,420.4533435538116,421.5922709450824,417.561536668885,421.5031127929688,49779000,0.0,0.0,0.0,-0.0040016424242748,-0.0040096704192546,426.09437255859376,427.5293884277344,424.3795822143555,411.36456176757815,0.0082724895140058,0.0096694299558535,-0.0068602490749229,0.0050298009320008,44362530.0,1.1220956063596914,434.90254077429375,412.768246826,0.3946304312834032,0.0,0.0,0.0,0.0,0.0
2024-02-22,430.2974234274202,434.8827515507583,429.52495116672,433.8428955078125,53887800,0.0,0.0,0.0,0.0292756621251921,0.0288553141966918,427.0550170898438,428.1315246582032,424.9856781005859,412.2932635498047,0.0157643850359823,0.0116089057103347,0.0111952878956995,0.0287439287187676,45980040.0,1.1719824515159187,434.90254077429375,412.768246826,0.9521265386211728,0.0,0.0,0.0,0.0,0.0
