date,compound,pos,neg,neu,article_count
2025-10-26,0.568775,0.33425,0.0,0.66575,4
2025-10-27,0.19788571428571428,0.10442857142857143,0.012857142857142857,0.8825714285714286,7
2025-10-28,0.18076666666666666,0.032,0.0,0.968,3
2025-10-29,0.22598000000000001,0.1488,0.0,0.8512000000000001,5
2025-10-30,0.06743333333333333,0.028999999999999998,0.0,0.9710000000000001,3
2025-10-31,0.11366666666666665,0.12366666666666666,0.04633333333333334,0.8300000000000001,3
2025-11-01,0.22693333333333332,0.063,0.016333333333333335,0.9206666666666666,3
2025-11-02,0.14934999999999998,0.133,0.0475,0.8195,2
2025-11-03,0.45110000000000006,0.123,0.0,0.877,2
2025-11-04,0.0,0.0,0.0,1.0,3
2025-11-05,0.2032,0.106375,0.0,0.893625,8
2025-11-06,0.31904285714285713,0.13328571428571429,0.0,0.8667142857142858,7
2025-11-07,0.39421666666666666,0.22816666666666666,0.011333333333333334,0.7605,6
2025-11-08,0.2874909090909091,0.15454545454545454,0.0,0.8454545454545456,11
2025-11-09,0.07802499999999997,0.11725,0.15575,0.727,4
2025-11-10,0.3286571428571428,0.16364285714285715,0.014071428571428572,0.8222857142857143,14
2025-11-11,0.0,0.0,0.0,1.0,1
